"ngrams","freq","last"
"six delegates three ",31,"each"
"contacting businesses about ",31,"gift"
"and brad stuart ",31,"would"
"day after his ",31,"moves"
"the corruption trial ",31,"of"
"church 4234 lee ",31,"road"
"combustion engine which ",31,"is"
"her father today ",31,"and"
"oped article how ",31,"romney"
"it to buy ",31,"a"
"support sen marco ",31,"rubios"
"at the citys ",31,"store"
"think man this ",31,"is"
"balls and is ",31,"perfect"
"alarms were producing ",31,"decibel"
"damaging property and ",31,"organizing"
"central kabul people ",31,"live"
"chests for nonelections ",31,"has"
"by hahn’s email ",31,"he"
"according to berkeleybased ",31,"maplight"
"says his client ",31,"is"
"animal and human ",31,"fills"
"it a curiositysatisfying ",31,"purchase"
"in december that ",31,"he"
"make amends for ",31,"that"
"food zukin does ",31,"get"
"said fred’s “i’m ",31,"too"
"iv rapid called ",31,"surprise"
"to grant him ",31,"the"
"veil as did ",31,"middleton"
"puff away on ",31,"the"
"roadhouse in new ",31,"jersey"
"grocery shelves stocked ",31,"with"
"money to build ",31,"manderlay"
"as big as pf",31,"pfizer�"
"period but wasnt ",31,"necessary"
"minutes per mile ",31,"in"
"when a village ",31,"in"
"the industry has ",31,"been"
"counters in south ",31,"orange"
"activity some wondered ",31,"how"
"pornography on his ",31,"work"
"laws the policy ",31,"is"
"and pull upon ",31,"one"
"graduate who spent ",31,"much"
"forbidding terrain but ",31,"by"
"bill that includes ",31,"funding"
"leaf sold about ",31,"9700"
"caucus’ nonprofit foundation ",31,"when"
"of seven from ",31,"the"
"it really seems ",31,"that"
"if the state ",31,"is"
"and against the ",31,"ordinance"
"from the nba ",31,"playoffs"
"10 us military ",31,"members"
"of failing to ",31,"follow"
"element expected to ",31,"look"
"with the missouri ",31,"ethics"
"for alutiiqs parent ",31,"company"
"“will never close” ",31,"thank"
"record dr drew ",31,"on"
"of a sevengame ",31,"series"
"tabs on 700 ",31,"adolescent"
"smoke alarms go ",31,"off"
"paul thissens april ",31,"11"
"throughout the stretch ",31,"then"
"service and how ",31,"warmly"
"of wrongdoing under ",31,"the"
"burns his couch ",31,"thats"
"skurman held in ",31,"the"
"have applications in ",31,"racing"
"have beautiful views ",31,"and"
"played 45 games ",31,"in"
"for renewable energy ",31,"and"
"violations he was ",31,"brought"
"“all i can ",31,"do"
"a birthday fall ",31,"on"
"tax initiatives on ",31,"the"
"angeles — in ",31,"a"
"while sipping wine ",31,"and"
"finale vs dallas ",31,"next"
"agreed that blagojevich ",31,"was"
"on a budget ",31,"yard"
"to resolve chens ",31,"current"
"it – they ",31,"come"
"yellow and fuchsia ",31,"chairs"
"sen jim hughes ",31,"of"
"not advance once ",31,"again"
"starter but improved ",31,"his"
"of vegetable broth ",31,"the"
"order aquatic sausage ",31,"and"
"one left to ",31,"speak"
"an eightmonth stint ",31,"in"
"they can on ",31,"the"
"of shock” stack ",31,"said"
"fight cartels and ",31,"increase"
"rule if thats ",31,"where"
"at mark his ",31,"numbers"
"tour of duty ",31,"in"
"delegate lead will ",31,"look"
"a maximum of ",31,"eight"
"a good demeanor ",31,"on"
"stupidity although shes ",31,"connected"
"walleyes move through ",31,"the"
"the sound to ",31,"new"
"album sales arent ",31,"what"
"supposed to be ",31,"a"
"agencies issue an ",31,"average"
"classes that mirrored ",31,"his"
"they experienced a ",31,"fall"
"roughhousing but if ",31,"you"
"by cook and ",31,"his"
"insurance had not ",31,"been"
"sputtered my objections ",31,"citing"
"was given little ",31,"rest"
"commercial and industrial ",31,"real"
"with stops at ",31,"hopkins"
"phair’s early insouciance ",31,"and"
"collaborated with shari ",31,"fitzpatrick"
"asked that the ",31,"statue"
"the indiana native ",31,"plant"
"student also informed ",31,"police"
"engineering physicist who ",31,"once"
"are at least ",31,"five"
"levels are 800 ",31,"to"
"and everybody brings ",31,"something"
"said but part ",31,"of"
"32 imposed the ",31,"lockout"
"a conclusion you ",31,"are"
"with three other ",31,"partners"
"stay in fat ",31,"cells"
"care and encourage ",31,"hospitals"
"considers traffic noise ",31,"and"
"and feel again �",31,"�"
"earnest somewhat passive ",31,"nature"
"any kind of ",31,"sexual"
"a township police ",31,"officer"
"ranked sixth it ",31,"surpasses"
"of his firing ",31,"notice"
"but nobody paid ",31,"attention"
"witnesses said union ",31,"lawyer"
"schools from the ",31,"big"
"weekly for lunch ",31,"and"
"schmidt and stephen ",31,"martins"
"the trail separates ",31,"from"
"said critics are ",31,"being"
"and had no ",31,"idea"
"remain in orlando ",31,"through"
"of the 5on5 ",31,"and"
"in the kentucky ",31,"derby"
"the discovery of ",31,"pornography"
"disposing of her ",31,"body"
"has rated and ",31,"reviewed"
"the owners the ",31,"owners"
"fear that unless ",31,"voters"
"1971 bodegas toro ",31,"albala"
"of alcohol or ",31,"drugs"
"played through the ",31,"seasons"
"early morning practices �",31,"�"
"215 by paonias ",31,"adrian"
"toledo although in ",31,"a"
"rings at the ",31,"end"
"is a retired ",31,"english"
"best levels are ",31,"800"
"bring out more ",31,"democrats"
"corrections officer reported ",31,"seeing"
"the 8yearold social ",31,"network"
"party its fun ",31,"to"
"at a disadvantage ",31,"to"
"beautiful and popular ",31,"with"
"cut vegetables into ",31,"a"
"entering his 17th ",31,"professional"
"pons 138 pounds ",31,"in"
"an explosion somewhere ",31,"especially"
"only jackie robinson ",31,"would"
"other alleged owner ",31,"entrepreneur"
"stand trial on ",31,"charges"
"though it remained ",31,"unclear"
"some point he ",31,"began"
"reiff is another ",31,"protector"
"whom they believe ",31,"more"
"prices and a ",31,"credit"
"bats you read ",31,"that"
"but now we ",31,"do"
"how the youngest ",31,"of"
"to go into ",31,"effect"
"joined by the ",31,"women"
"taking an obsessive ",31,"interest"
"of the ulca ",31,"center"
"its first analysis ",31,"using"
"the typical exploratory ",31,"committee"
"and immediacy is ",31,"becoming"
"run next fall ",31,"to"
"wrong gypsy go ",31,"insane"
"he is a ",31,"novice"
"andor mother’s day ",31,"present"
"seeing golden engaging ",31,"in"
"in north philadelphia ",31,"in"
"a game controller ",31,"is"
"a large margin ",31,"said"
"have a gaping ",31,"hole"
"to the evening ",31,"one"
"eat pray love ",31,"by"
"him to get ",31,"rid"
"fixing court cases ",31,"and"
"be released by ",31,"authorities"
"but not split ",31,"three"
"att officials whose ",31,"names"
"arrive at the ",31,"nfl"
"his arrest officials ",31,"said"
"state’s preeminent shrine ",31,"to"
"“this is the ",31,"best"
"have proven that ",31,"plodders"
"decided to play ",31,"for"
"and nearly all ",31,"it"
"than a week ",31,"away"
"that sell for ",31,"8"
"of images and ",31,"opt"
"the cedar store ",31,"he"
"miracles and prayers ",31,"michael"
"things quite frankly ",31,"and"
"meal and something ",31,"akin"
"st louis symphony ",31,"orchestra"
"largest producer of ",31,"pork"
"their time at ",31,"a"
"by an unfavorable ",31,"exchange"
"state park which ",31,"it"
"to an iran ",31,"capable"
"5 that after ",31,"providing"
"agitated bystander as ",31,"a"
"money he did ",31,"not"
"resources and ideas ",31,"and"
"again having to ",31,"do"
"dropped a 21 ",31,"verdict"
"drink that tastes ",31,"like"
"in his victory ",31,"speech"
"cardinals hall of ",31,"famers"
"an ltc can ",31,"communicate"
"social security number ",31,"and"
"has one player ",31,"whose"
"muscat canelli 12 ",31,"2003"
"to enroll in ",31,"college"
"become a tradition ",31,"in"
"accused of misselling ",31,"the"
"cut flying and ",31,"park"
"the third baseman ",31,"will"
"the st louis ",31,"region"
"didnt start when ",31,"he"
"vitamins and supplements ",31,"as"
"a riot becomes ",31,"a"
"programs and i ",31,"think"
"tennis star serena ",31,"williams"
"will be the ",31,"largest"
"luggage the plane ",31,"started"
"draft a new ",31,"constitution"
"nevertheless about this ",31,"there"
"with the kids ",31,"this"
"im the supervisor ",31,"for"
"cities are all ",31,"located"
"activists who shared ",31,"his"
"biden in letting ",31,"it"
"people shared phone ",31,"chargers"
"and tax breaks ",31,"for"
"buzz after sharing ",31,"a"
"work faster than ",31,"a"
"designation president eugene ",31,"j"
"modern nfl into ",31,"exhibitions"
"over injuries authorities ",31,"also"
"construction funds which ",31,"hold"
"the correct ones ",31,"when"
"an npr radio ",31,"reporter"
"federal land in ",31,"californias"
"prayers michael had ",31,"some"
"was often offsite ",31,"and"
"students a maximum ",31,"of"
"individual wants to ",31,"pay"
"an array of ",31,"grant"
"offer they presented ",31,"to"
"died feb 12 ",31,"baldwinfairchild"
"in the wound ",31,"after"
"bulldozers and backhoes ",31,"on"
"45 minutes and ",31,"costs"
"a congressional mandate ",31,"that"
"under the current ",31,"tax"
"of the winnebago ",31,"i"
"of him including ",31,"covering"
"xrays ct scans ",31,"are"
"the henkehenry calendar ",31,"my"
"same goes for ",31,"3"
"singleleg leg presses ",31,"and"
"conserve energy which ",31,"would"
"suit by warner ",31,"bros"
"mock draft projects ",31,"upshaw"
"enough time to ",31,"catch"
"think a vote ",31,"this"
"told aldermen the ",31,"del"
"but when bricco ",31,"opened"
"statement – a ",31,"tiny"
"law if the ",31,"eight"
"backus grew up ",31,"near"
"his family and ",31,"turned"
"as a lifestyle ",31,"choice"
"friends in the ",31,"football"
"whole sordid story ",31,"the"
"sent between dec ",31,"28"
"of strongsville sen ",31,"scott"
"existence suggests that scottheron’",31,"s"
"the inaugural spring ",31,"into"
"is that the ",31,"federal"
"32 vote the ",31,"resignation"
"for the ap ",31,"award"
"move the earth ",31,"but"
"reported in the ",31,"past"
"program jeopardy but ",31,"i"
"4 hours or ",31,"overnight"
"barack obama and ",31,"treasury"
"bloody carcasses of ",31,"two"
"they explain that ",31,"what"
"this creates an ",31,"opportunity"
"the spotlight here ",31,"they"
"both children in ",31,"the"
"fall within our ",31,"enforcement"
"probably even buy ",31,"more"
"than a necessity ",31,"focus"
"seasons first two ",31,"weeks"
"heartwrenching a silent ",31,"prologue"
"300000 in rockaway ",31,"125"
"wynn duffy jere ",31,"burns"
"on a singledigit ",31,"number"
"country home in ",31,"marengo"
"she hires about ",31,"3500"
"paying for them ",31,"or"
"workers whose primary ",31,"focus"
"played in the ",31,"ryder"
"inviting just two ",31,"schools"
"serve as an ",31,"example"
"on the lake ",31,"near"
"singer perhaps you ",31,"can"
"team next to ",31,"the"
"stones collected over ",31,"22"
"solar farm and ",31,"fuelcell"
"by brothers from ",31,"the"
"was like who ",31,"would"
"they also intended ",31,"to"
"hard to hear ",31,"yourself"
"the schoolhouse becomes ",31,"a"
"how the unimaginable ",31,"happened"
"ice cream that ",31,"adds"
"then too many ",31,"pages"
"“we started an ",31,"investigation"
"to him in ",31,"two"
"felt good to ",31,"win"
"of lennon are ",31,"lined"
"revenues in effect ",31,"nullifying"
"get rid of ",31,"youngs"
"video shows a ",31,"preteen"
"highend to lowend ",31,"most"
"the mrh school ",31,"district"
"been possible without ",31,"a"
"for me today ",31,"broxton"
"entrees 14 to ",31,"32"
"two underdogs and ",31,"an"
"i really remember ",31,"was"
"i found interesting ",31,"is"
"the caller or ",31,"the"
"gallon that’s also maryland’",31,"s"
"jobs on average ",31,"pay"
"1978 is of ",31,"a"
"what you can ",31,"create"
"meeting in tulsa ",31,"okla"
"shown himself a ",31,"good"
"primarily black populations ",31,"is"
"sensibility she also ",31,"has"
"on taxpayers not ",31,"the"
"it feels strange ",31,"coming"
"and girls and ",31,"eventually"
"of allegiance as ",31,"i"
"weekly formal news ",31,"conference"
"and deeply soulful ",31,"the"
"big screen and ",31,"betting"
"golden name municipal ",31,"court"
"dover center road ",31,"westlake"
"parking food and ",31,"musical"
"strongest years we’ve ",31,"ever"
"insisted it would ",31,"continue"
"ernst young that ",31,"the"
"of renewable energy ",31,"such"
"about 002 percent ",31,"of"
"to come and ",31,"go"
"april and 4 ",31,"percent"
"for increased minutes ",31,"the"
"do as much ",31,"business"
"oneyear policy to ",31,"assess"
"host mavericks defeated ",31,"western"
"first month in ",31,"the"
"a highend hub ",31,"of"
"65 800 7453000 ",31,"ticketmastercom"
"her friends house ",31,"with"
"the ordering area ",31,"a"
"and freezes them ",31,"these"
"so they become ",31,"more"
"on a vat ",31,"of"
"never became tiresome ",31,"in"
"chapter is about ",31,"bats"
"no longer are ",31,"politics"
"only a few ",31,"miles"
"dealers failed in ",31,"some"
"teens kenneth randall ",31,"15"
"to get zimbabwes ",31,"political"
"march he said ",31,"to"
"security in light ",31,"of"
"costume designer christina ",31,"mcalpine"
"off the 5 ",31,"freeway"
"compete with new ",31,"york"
"being destroyed from ",31,"another"
"goggins captured one ",31,"of"
"struck out dobbs ",31,"lined"
"body some republicans ",31,"worried"
"reported in three ",31,"missouri"
"its always refreshing ",31,"to"
"also be charged ",31,"as"
"the donors name ",31,"and"
"part of all ",31,"of"
"thanksgiving weekend the ",31,"highest"
"some of those ",31,"potential"
"the top republican ",31,"on"
"edge as the ",31,"first"
"of his favorite ",31,"things"
"twilight movie wore ",31,"wedding"
"owns her own ",31,"internet"
"professions drop erudite ",31,"references"
"its the process ",31,"itself"
"bovard auditorium at ",31,"usc"
"is in the ",31,"drinks"
"the metro east ",31,"ten"
"hes got more ",31,"than"
"to return just ",31,"2"
"with chrysler group ",31,"llc"
"the ghastly practice ",31,"from"
"resealable plastic bag ",31,"and"
"for misdemeanor crimes ",31,"including"
"director of the ",31,"missouri"
"to one which ",31,"embraced"
"late last year ",31,"higher"
"on a pool ",31,"table"
"issues and doesnt ",31,"believe"
"in december pleaded ",31,"not"
"lower dropout rates ",31,"were"
"state planning commission ",31,"and"
"a boehner rohio ",31,"seized"
"and heard this ",31,"rubbling"
"communication breakdowns created ",31,"trust"
"careers along with ",31,"student"
